Uniprot,#Peptides_Macron2018A,#Peptides_Macron2020,#Peptides_Zhang2015,#Peptides_Guldbrandsen2014,#Peptides_Macron2018B,#Peptides_Schutzer2010,#Peptides_NunezGalindo2015,#Peptides_Zougman2007,#Peptides_Schilde2018,#Peptides_Guo2015,#Peptides_Stoop2010,#Studies
P20702,,,2.0,,,,,,,,,1
P20851,,,4.0,,,,,,,,,1
P21695,,,3.0,,,,,,,,,1
P21757,,,2.0,2.0,,,,,,,,2
P22003,,,3.0,,,,,,,,,1
P22413,,,3.0,1.0,,,,,,,,2
P23083,,,4.0,5.0,,,,,,,,2
P23434,,,2.0,4.0,,,,,,,,2
P23467,,,8.0,2.0,,,,,,,,2
P24298,,,4.0,2.0,,,,,,,,2
P24855,,,2.0,2.0,,,,,,,,2
P26378,,,2.0,,,,,,,,,1
P28039,,,2.0,,,,,,,,,1
P28908,,,7.0,4.0,,,,,,,,2
P29317,,,3.0,1.0,,,,,,,,2
P30153,,,3.0,,,,,,,,,1
P30447,,,24.0,,,,,,,,,1
P32241,,,2.0,,,,,,,,,1
P35221,,,2.0,,1.0,,,,,,,2
P35232,,,2.0,,,2.0,,,,,,2
P35916,,,7.0,3.0,,,,,,,,2
P35998,,,2.0,,,,,,,,,1
P36269,,,4.0,5.0,,1.0,,,,,,3
P36405,,,3.0,,,,,,,,,1
P36888,,,7.0,3.0,,,,,,,,2
P38571,,,5.0,4.0,,,,,,,,2
P40197,,,4.0,,,,,,,,,1
P41159,,,2.0,1.0,,,,,,,,2
P42126,,,2.0,1.0,,,,,,,,2
P43003,,,2.0,1.0,,,,,,,,2
P43243,,,4.0,,,,,,,,,1
P46439,,,2.0,,,,,,,,,1
P47224,,,2.0,,,,,,,,,1
P47755,,,4.0,2.0,,,,,,,,2
P47992,,,2.0,,1.0,,,,,,,2
P48052,,,2.0,,,,,,,,,1
P48506,,,2.0,,,,,,,,,1
P48739,,,3.0,,,,,,,,,1
P49441,,,2.0,2.0,,,,,,,,2
P49454,,,3.0,,,,,,,,,1
P49788,,,2.0,,,,,,,,,1
P49789,,,2.0,,,,,,,,,1
P49796,,,2.0,,,,,,,,,1
P50452,,,4.0,,,,,,,,,1
P50995,,,3.0,,,1.0,,,,,,2
P51178,,,3.0,,,,,,,,,1
P51659,,,2.0,,,,,,,,,1
P51674,,,5.0,1.0,,,,,,,,2
P54687,,,3.0,1.0,,,,,,,,2
P55082,,,2.0,1.0,,,,,,,,2
P56199,,,10.0,4.0,,,,,,,,2
P59666,,,3.0,,,,,,,,,1
P60033,,,4.0,3.0,,1.0,,2.0,,,,4
P61204,,,7.0,4.0,,,,,,,,2
P61601,,,4.0,,,,,,,,,1
P62158,,,9.0,7.0,,7.0,,4.0,2.0,,,5
P62304,,,2.0,,,,,,,,,1
P62495,,,2.0,1.0,,1.0,,,,,,3
P62913,,,2.0,,,,,,,,,1
P63279,,,2.0,,,,,,,,,1
P78330,,,3.0,,,,,,,,,1
P80404,,,4.0,3.0,,1.0,,,,,,3
P80419,,,2.0,2.0,,,,,,,,2
P80748,,,4.0,4.0,,3.0,,,2.0,4.0,3.0,6
P82979,,,2.0,,,,,,,,,1
P83110,,,3.0,,,,,,,,,1
P83593,,,4.0,1.0,,1.0,,,,,,3
P83731,,,2.0,,,1.0,,,,,,2
P83916,,,2.0,,,,,,,,,1
Q00610,,,6.0,,,3.0,,,,,,2
Q04446,,,2.0,1.0,,,,,,,,2
Q05397,,,2.0,,,,,,,,,1
Q06141,,,2.0,4.0,,,,,,,,2
Q07075,,,5.0,,,,,,,,,1
Q07812,,,2.0,2.0,,,,,,,,2
Q08188,,,2.0,1.0,,,,1.0,,,,3
Q08211,,,3.0,,,,,,,,,1
Q11206,,,8.0,2.0,,,,,,,,2
Q12794,,,5.0,,,3.0,,,,,,2
Q12884,,,10.0,4.0,,,,,,,,2
Q13093,,,4.0,,,,,,,,,1
Q13103,,,2.0,,,,,,,,,1
Q13126,,,5.0,2.0,,,,,,,,2
Q13185,,,5.0,,,,,,,,,1
Q13492,,,2.0,,,,,,,,,1
Q13555,,,6.0,7.0,,,,2.0,,4.0,,4
Q13573,,,2.0,,,,,,,,,1
Q13724,,,4.0,1.0,,,,,,,,2
Q13753,,,2.0,,,,,,,,,1
Q13790,,,4.0,2.0,,1.0,,,,,,3
Q14CN2,,,2.0,,,,,,,,,1
Q15043,,,2.0,1.0,,,,,,,,2
Q15047,,,2.0,,,,,,,,,1
Q15058,,,2.0,,,,,,,,,1
Q15124,,,4.0,3.0,,,,,,,,2
Q15257,,,2.0,4.0,1.0,,,,,,,3
Q15274,,,6.0,1.0,,,,,,,,2
Q15435,,,8.0,7.0,,1.0,,,,,,3
Q15762,,,2.0,,,,,,,,,1
Q16401,,,2.0,,,,,,,,,1
Q16629,,,5.0,,,,,,,,,1
Q16720,,,6.0,,,,,,,,,1
Q16827,,,4.0,2.0,,,,,,,,2
Q16881,,,11.0,8.0,,4.0,,,,,,3
Q2TAA2,,,6.0,,,,,,,,,1
Q2TB90,,,3.0,,,,,,,,,1
Q2VPA4,,,2.0,,,,,,,,,1
Q32P28,,,3.0,,,1.0,,,,,,2
Q32P44,,,2.0,,,,,,,,,1
Q3LXA3,,,2.0,,,,,,,,,1
Q3SY84,,,4.0,,,,,,,,,1
Q3T906,,,3.0,1.0,,,,,,,,2
Q3V5L5,,,2.0,,,,,,,,,1
Q496H8,,,3.0,2.0,1.0,,,,,,,3
Q49A17,,,2.0,,,,,,,,,1
Q4KWH8,,,2.0,,,,,,,,,1
Q4U2R8,,,2.0,,,,,,,,,1
Q53FT3,,,2.0,1.0,,,,,,,,2
Q53H76,,,5.0,1.0,,,,,,,,2
Q5SRI9,,,4.0,2.0,1.0,1.0,,,,,,4
Q5T013,,,6.0,4.0,,,,,,,,2
Q5T6V5,,,2.0,,,,,,,,,1
Q5TA45,,,2.0,,,,,,,,,1
Q5TIE3,,,2.0,,,,,,,,,1
Q5W111,,,3.0,,,,,,,,,1
Q68CQ7,,,2.0,,,1.0,,,,,,2
Q6BCY4,,,4.0,1.0,,,,,,,,2
Q6GTS8,,,2.0,,,,,,,,,1
Q6IS14,,,2.0,,,,,,,,,1
Q6ISS4,,,2.0,,,,,,,,,1
Q6KB66,,,2.0,,,,,,,,,1
Q6NUS6,,,4.0,2.0,,,,,,,,2
Q6P4F1,,,2.0,,,,,,,,,1
Q6PCE3,,,2.0,,,,,,,,,1
Q6PK18,,,2.0,2.0,,1.0,,,,,,3
Q6UWB1,,,5.0,,,,,,,,,1
Q6UWY0,,,5.0,,,,,,,,,1
Q6WRI0,,,6.0,,,,,,,,,1
Q71U36,,,17.0,,,,,,,,,1
Q76B58,,,3.0,1.0,,,,,,,,2
Q7KZ85,,,2.0,,,1.0,,,,,,2
Q7L7X3,,,2.0,,,,,,,,,1
Q7Z4H8,,,3.0,1.0,,,,,,,,2
Q7Z6G3,,,3.0,,,,,,,,,1
Q86SJ2,,,5.0,1.0,,,,,,,,2
Q86SQ4,,,4.0,2.0,,,,,,,,2
Q86UE6,,,6.0,3.0,,,,,,,,2
Q86UX7,,,2.0,,,2.0,,,,,,2
Q86V40,,,2.0,,,,,,,,,1
Q86VP6,,,9.0,4.0,,,,,,,,2
Q86VQ0,,,2.0,,,,,,,,,1
Q86WC4,,,2.0,1.0,,,,,,,,2
Q86YB8,,,3.0,,,,,,,,,1
Q8IUH2,,,4.0,,1.0,1.0,,,,,,3
Q8IW00,,,3.0,1.0,,,,,,,,2
Q8IW45,,,3.0,,,,,,,,,1
Q8IXL7,,,2.0,,,,,,,,,1
Q8IZP2,,,6.0,,,,,,,,,1
Q8IZP9,,,3.0,1.0,,,,,,,,2
Q8N0V4,,,6.0,2.0,,,,,,,,2
Q8N158,,,2.0,,,,,,,,,1
Q8N4A0,,,8.0,5.0,,,,,,,,2
Q8N4X5,,,2.0,,,,,,,,,1
Q8N766,,,5.0,,,,,,,,,1
Q8NAC3,,,3.0,,,,,,,,,1
Q8NBP0,,,2.0,,,,,,,,,1
Q8NC42,,,4.0,2.0,,,,,,,,2
Q8NFL0,,,6.0,2.0,,,,,,,,2
Q8TAA3,,,3.0,,,,,,,,,1
Q8TCD5,,,3.0,,,,,,,,,1
Q8TCT7,,,2.0,,,,,,,,,1
Q8TD26,,,2.0,,,,,,,,,1
Q8TE99,,,5.0,1.0,,,,,,,,2
Q8TEM1,,,2.0,,,,,,,,,1
Q8WWA0,,,2.0,,,,,,,,,1
Q8WWZ8,,,2.0,1.0,,,,,,,,2
Q8WXB1,,,2.0,3.0,,,,,,,,2
Q92911,,,8.0,6.0,,1.0,,2.0,2.0,,,5
Q92956,,,3.0,6.0,,,,,,,,2
Q96AB3,,,2.0,,,1.0,,,,,,2
Q96CD2,,,2.0,,,,,,,,,1
Q96CN7,,,4.0,3.0,,,,,,,,2
Q96CS7,,,4.0,,,,,,,,,1
Q96DB5,,,5.0,1.0,,,,,,,,2
Q96FC7,,,2.0,,,,,,,,,1
Q96FL9,,,2.0,,,,,,,,,1
Q96HE7,,,7.0,1.0,,,,,,,,2
Q96J42,,,4.0,3.0,,1.0,,,,,,3
Q96J84,,,2.0,1.0,,,,,,,,2
Q96NI6,,,7.0,2.0,,2.0,,,,,,3
Q96PZ7,,,14.0,5.0,,,,,,,,2
Q96QE2,,,2.0,,,,,,,,,1
Q96QK1,,,2.0,,,,,,,,,1
Q96QU1,,,3.0,,,,,,,,,1
Q96S16,,,3.0,2.0,,,,,,,,2
Q99460,,,2.0,,,,,,,,,1
Q99683,,,2.0,,,,,,,,,1
Q99714,,,2.0,,,,,,,,,1
Q99961,,,2.0,,,,,,,,,1
Q9BPU6,,,3.0,,1.0,,,,,,,2
Q9BR76,,,3.0,,,,,,,,,1
Q9BRR6,,,7.0,3.0,,1.0,,,,,,3
Q9BSG0,,,2.0,,,,,,,,,1
Q9BTN0,,,2.0,,,,,,,,,1
Q9BTV5,,,2.0,,,,,,,,,1
Q9BUT1,,,2.0,,,,,,,,,1
Q9BV57,,,2.0,,2.0,,,,,,,2
Q9BXJ1,,,3.0,8.0,,,,,,,,2
Q9BXJ2,,,2.0,,,,,,,,,1
Q9BYT8,,,3.0,,,1.0,,,,,,2
Q9BZA8,,,3.0,,,,,,,,,1
Q9BZG9,,,2.0,13.0,,9.0,,2.0,,,,4
Q9C0B6,,,5.0,1.0,,1.0,,,,,,3
Q9GZU1,,,2.0,,,,,,,,,1
Q9H0W9,,,6.0,2.0,,1.0,,,,,,3
Q9H115,,,3.0,,,,,,,,,1
Q9H583,,,2.0,,,,,,,,,1
Q9H6E4,,,3.0,,,,,,,,,1
Q9H9P2,,,3.0,2.0,,,,,,,,2
Q9H9S4,,,5.0,2.0,,,,,,,,2
Q9HBL6,,,2.0,,,,,,,,,1
Q9HCQ5,,,3.0,1.0,,,,,,,,2
Q9HCY8,,,2.0,,,,,,,,,1
Q9NNW7,,,3.0,,,,,,,,,1
Q9NP78,,,2.0,,,,,,,,,1
Q9NPH0,,,5.0,5.0,,1.0,,,,,,3
Q9NPH6,,,2.0,,,,,,,,,1
Q9NQ66,,,4.0,2.0,,,,,,,,2
Q9NQX3,,,3.0,,,,,,,,,1
Q9NR16,,,2.0,,,,,,,,,1
Q9NR71,,,3.0,2.0,,,,,,,,2
Q9NRW1,,,4.0,,,,,,,,,1
Q9NTN9,,,3.0,,,,,,,,,1
Q9NWD8,,,2.0,2.0,,,,,,,,2
Q9NX46,,,2.0,3.0,,,,,,,,2
Q9NYU1,,,3.0,,,,,,,,,1
Q9P202,,,2.0,,,,,,,,,1
Q9P244,,,6.0,2.0,,,,,,,,2
Q9P246,,,2.0,,,,,,,,,1
Q9P2K5,,,2.0,,,,,,,,,1
Q9UBM8,,,2.0,,,,,,,,,1
Q9UBV8,,,2.0,,,,,,,,,1
Q9UBX8,,,6.0,,,,,,,,,1
Q9UHA4,,,2.0,,,1.0,,,,,,2
Q9UK22,,,2.0,1.0,,,,,,,,2
Q9UK41,,,2.0,,,,,,,,,1
Q9UKR3,,,3.0,,,,,,,,,1
Q9ULA0,,,2.0,,,,,,,,,1
Q9ULE0,,,2.0,,,,,,,,,1
Q9ULW2,,,3.0,,,,,,,,,1
Q9UMR5,,,3.0,,,,,,,,,1
Q9UNW9,,,2.0,,,,,,,,,1
Q9UPX0,,,2.0,,1.0,,,,,,,2
Q9UQ53,,,2.0,1.0,,,,,,,,2
Q9Y231,,,2.0,,,,,,,,,1
Q9Y243,,,2.0,,,,,,,,,1
Q9Y2Q3,,,2.0,1.0,,,,,,,,2
Q9Y2Q5,,,2.0,,,,,,,,,1
Q9Y2W2,,,3.0,,1.0,,,,,,,2
Q9Y3C5,,,2.0,2.0,,,,,,,,2
Q9Y3C8,,,3.0,2.0,,,,,,,,2
Q9Y3E1,,,4.0,,,,,,,,,1
Q9Y4C5,,,2.0,,,,,,,,,1
Q9Y4R8,,,2.0,,,,,,,,,1
Q9Y680,,,2.0,1.0,,,,,,,,2
Q9Y6H1,,,2.0,1.0,,,,,,,,2
Q13748,,,,7.0,,7.0,,,,,,2
P35557,,,,5.0,,,,,,,,1
P04222,,,,5.0,,,,,,,,1
P10314,,,,5.0,,,,,,,,1
P30711,,,,4.0,,,,,,,,1
Q9Y5R5,,,,3.0,,,,,,,,1
P04629,,,,3.0,,,,,,,,1
P16298,,,,3.0,,,,,,,,1
Q92537,,,,3.0,,1.0,,,,,,2
Q8TDQ7,,,,3.0,,,,,,,,1
Q06430,,,,2.0,,,,,,,,1
Q9NZD2,,,,2.0,,,,,,,,1
O43280,,,,2.0,,,,,,,,1
Q9Y6Y9,,,,2.0,,,,,,,,1
O75074,,,,2.0,1.0,,,,,,,2
Q7Z4H3,,,,2.0,,,,,,,,1
Q9H3S4,,,,2.0,,,,,,,,1
P68402,,,,2.0,,2.0,,,,,,2
Q13705,,,,1.0,,,,,,,,1
Q496J9,,,,1.0,,,,,,,,1
Q9NX94,,,,1.0,,,,,,,,1
P04229,,,,1.0,,,,,,,,1
P30990,,,,1.0,,,,,,,,1
Q9Y547,,,,1.0,,,,,,,,1
Q9NWQ8,,,,1.0,,,,,,,,1
Q8WWI5,,,,1.0,,,,,,,,1
Q14993,,,,1.0,,,,,,,,1
P41250,,,,1.0,,,,,,,,1
Q8WVF2,,,,1.0,,,,,,,,1
P18463,,,,1.0,,,,,,,,1
P16442,,,,1.0,,,,,,,,1
Q13491,,,,1.0,,,,,,,,1
P01620,,,,10.0,,6.0,,2.0,,,3.0,4
P39656,,,,1.0,,,,,,,,1
P08861,,,,1.0,,,,,,,,1
O43653,,,,1.0,,,,,,,,1
Q9BXN2,,,,1.0,,,,,,,,1
A8MTJ3,,,,1.0,,,,,,,,1
P41732,,,,1.0,,,,,,,,1
Q13907,,,,1.0,,,,,,,,1
O94811,,,,1.0,1.0,,,,,,,2
Q9ULV1,,,,1.0,,,,,,,,1
Q9ULP9,,,,1.0,,,,,,,,1
P49419,,,,1.0,,,,,,,,1
Q07021,,,,1.0,,,,,,,,1
Q6P4A8,,,,1.0,,,,,,,,1
Q6P587,,,,1.0,,,,,,,,1
Q8NBJ9,,,,1.0,,,,,,,,1
P15882,,,,1.0,,,,,,,,1
O43692,,,,1.0,,,,,,,,1
Q9BZQ8,,,,1.0,,,,,,,,1
P48357,,,,1.0,,,,,,,,1
Q96A00,,,,1.0,1.0,,,,,,,2
P48751,,,,1.0,,,,,,,,1
O75324,,,,1.0,,,,,,,,1
Q9H1C7,,,,1.0,,,,,,,,1
Q96EQ0,,,,1.0,,,,,,,,1
Q8TAD7,,,,1.0,,,,,,,,1
Q96DN2,,,,1.0,,,,,,,,1
Q92791,,,,1.0,,,,,,,,1
P0CG36,,,,1.0,,,,,,,,1
Q96HD9,,,,1.0,,,,,,,,1
Q14168,,,,1.0,,,,,,,,1
Q7L1I2,,,,1.0,,,,,,,,1
Q9P1F3,,,,1.0,,,,,,,,1
O00534,,,,1.0,,,,,,,,1
P34998,,,,1.0,,,,,,,,1
Q16602,,,,1.0,,,,,,,,1
Q9P1W3,,,,1.0,,,,,,,,1
O00625,,,,1.0,,,,,,,,1
Q16581,,,,1.0,,2.0,,,,,,2
P06734,,,,1.0,,,,,,,,1
Q9BQG1,,,,1.0,,,,,,,,1
Q9HAS3,,,,1.0,,,,,,,,1
Q86U17,,,,1.0,,,,,,,,1
P54315,,,,1.0,,,,,,,,1
Q9C040,,,,1.0,1.0,,,,,,,2
A6NL28,,,,1.0,,,,,,,,1
O95498,,,,1.0,,,,,,,,1
Q6UWI4,,,,1.0,,,,,,,,1
Q9ULQ0,,,,2.0,,,,,,,,1
Q08828,,,,1.0,,,,,,,,1
O00116,,,,1.0,,,,,,,,1
Q9UID3,,,,1.0,,,,,,,,1
O94876,,,,1.0,,,,,,,,1
Q12946,,,,1.0,,,,,,,,1
P80297,,,,1.0,,,,,,,,1
O95376,,,,1.0,,,,,,,,1
Q96K37,,,,1.0,,,,,,,,1
Q6ZVN8,,,,1.0,,,,,,,,1
Q6UXS9,,,,1.0,,1.0,,,,,,2
Q9HCE9,,,,1.0,,,,,,,,1
Q86UP3,,,,1.0,,,,,,,,1
Q8WZ74,,,,1.0,,,,,,,,1
O43865,,,,1.0,,,,,,,,1
Q96GM8,,,,1.0,,,,,,,,1
P26006,,,,1.0,,,,,,,,1
Q13613,,,,1.0,,,,,,,,1
P41273,,,,1.0,,,,,,,,1
Q86YR5,,,,1.0,,,,,,,,1
P11488,,,,1.0,,,,,,,,1
P08631,,,,1.0,,,,,,,,1
Q96DN6,,,,1.0,,,,,,,,1
Q08AG5,,,,1.0,,,,,,,,1
O60346,,,,1.0,,,,,,,,1
Q68E01,,,,1.0,,,,,,,,1
Q9NS67,,,,1.0,,,,,,,,1
O43151,,,,1.0,,,,,,,,1
Q86Z02,,,,1.0,,,,,,,,1
Q8IWV7,,,,1.0,,1.0,,,,,,2
O75608,,,,1.0,,1.0,,,,,,2
Q6UUV9,,,,1.0,,,,,,,,1
Q8TCG2,,,,1.0,,,,,,,,1
Q9UH65,,,,1.0,,,,,,,,1
A7E2V4,,,,2.0,,,,,,,,1
Q86XN8,,,,1.0,,,,,,,,1
Q9BYT5,,,,1.0,,,,,,,,1
Q9NVR2,,,,1.0,,,,,,,,1
Q8IZF0,,,,1.0,,,,,,,,1
Q7Z7C8,,,,1.0,,,,,,,,1
Q9NP79,,,,1.0,,,,,,,,1
Q9NSY1,,,,1.0,,,,,,,,1
Q68CP9,,,,1.0,,,,,,,,1
Q8NCM8,,,,2.0,1.0,,,,,,,2
O75394,,,,2.0,,,,,,,,1
Q9Y5Q8,,,,1.0,,,,,,,,1
Q8N9A8,,,,1.0,,,,,,,,1
Q8IZ69,,,,1.0,,,,,,,,1
P23610,,,,1.0,,,,,,,,1
Q7Z3V4,,,,1.0,,,,,,,,1
Q92989,,,,1.0,,,,,,,,1
Q9NPA2,,,,1.0,,,,,,,,1
Q13233,,,,1.0,,,,,,,,1
Q9NY12,,,,1.0,,,,,,,,1
Q9P2G9,,,,1.0,,,,,,,,1
A5D6W6,,,,1.0,,,,,,,,1
P30519,,,,1.0,,,,,,,,1
Q68D51,,,,1.0,,1.0,,,,,,2
Q13206,,,,1.0,,,,,,,,1
P61647,,,,1.0,,,,,,,,1
Q9H477,,,,1.0,,,,,,,,1
P01877,,,,14.0,,,,,4.0,1.0,,3
Q14CN4,,,,3.0,,,,,,,,1
P01891,,,,3.0,,,,2.0,,,,2
P0CG04,,,,19.0,,17.0,,,,,,2
P20340,,,,3.0,,,,,,,,1
A0M8Q6,,,,6.0,,10.0,,2.0,,,,3
Q86SJ6,,,,2.0,,,,,,,,1
Q9NWS6,,,,1.0,,,,,,,,1
Q99731,,,,1.0,,,,,,,,1
O43924,,,,1.0,,,,,,,,1
Q6ZRH9,,,,1.0,,,,,,,,1
O43813,,,,1.0,,,,,,,,1
P01772,,,,3.0,,,,,,,,1
P84090,,,,1.0,,,,,,,,1
P09488,,,,1.0,,1.0,,,,,,2
Q6UWV6,,,,1.0,,,,,,,,1
Q92874,,,,1.0,,,,,,,,1
P47929,,,,1.0,,,,,,,,1
Q8N3F0,,,,1.0,,,,,,,,1
O60814,,,,1.0,4.0,,,,,,,2
Q9NSB4,,,,1.0,,,,,,,,1
Q8N4P3,,,,1.0,,,,,,,,1
Q12791,,,,2.0,,,,,,,,1
Q8NET4,,,,1.0,,,,,,,,1
P0C2W1,,,,1.0,,,,,,,,1
O75182,,,,1.0,,,,,,,,1
P00739,,,,30.0,,26.0,,2.0,3.0,,13.0,5
P0CG05,,,,20.0,,26.0,,8.0,,,,3
P0CG06,,,,18.0,,,,,2.0,,,2
P18135,,,,10.0,,8.0,,,,,,2
P18136,,,,9.0,,,,,,,,1
P04206,,,,9.0,,5.0,,2.0,,,,3
P01614,,,,7.0,,,,,,,,1
P04431,,,,6.0,,,,,,,,1
P06314,,,,5.0,,5.0,,,,,,2
P01776,,,,4.0,,3.0,,,,,,2
P06319,,,,4.0,,,,,,,,1
P01624,,,,3.0,,3.0,,,,4.0,,3
P01616,,,,3.0,,2.0,,,,,,2
P04430,,,,2.0,,,,1.0,2.0,,,3
P01721,,,,2.0,,,,,,,,1
P01768,,,,2.0,,2.0,,,,,,2
Q86XK2,,,,1.0,,,,,,,,1
Q9BVC6,,,,1.0,,,,,,,,1
P01595,,,,1.0,,,,,,,,1
P01780,,,,1.0,,2.0,,,,4.0,,3
P01708,,,,1.0,,,,,,,,1
Q969W3,,,,1.0,,,,,,,,1
P06312,,,,1.0,,,,,3.0,,,2
P06889,,,,1.0,,1.0,,,,,,2
P05534,,,,1.0,,,,,,,,1
Q86VX9,,,,1.0,,,,,,,,1
Q8NE71,,,,1.0,,1.0,,,,,,2
O95711,,,,2.0,,,,,,,,1
Q8WWG9,,,,1.0,,,,,,,,1
Q9Y2X9,,,,1.0,,,,,,,,1
P15880,,,,1.0,1.0,,,,,,,2
P01742,,,,1.0,,,,,2.0,,,2
P30464,,,,1.0,,,,,,,,1
P47775,,,,1.0,,,,,,,,1
Q15020,,,,1.0,,,,,,,,1
Q6QNK2,,,,1.0,,,,,,,,1
Q8WYP3,,,,1.0,,,,,,,,1
P46100,,,,1.0,,,,,,,,1
Q96GM5,,,,1.0,,,,,,,,1
Q9UJ96,,,,1.0,,,,,,,,1
Q8IZU0,,,,1.0,,1.0,,,,,,2
Q5T4T6,,,,,1.0,,,,,,,1
A2RUR9,,,,,1.0,,,,,,,1
Q6ZRS4,,,,,1.0,,,,,,,1
Q6ZRQ5,,,,,1.0,,,,,,,1
Q9BTP6,,,,,1.0,,,,,,,1
Q6ZS11,,,,,1.0,,,,,,,1
O60826,,,,,1.0,,,,,,,1
A2RUB6,,,,,1.0,,,,,,,1
Q9NW68,,,,,1.0,,,,,,,1
Q96B54,,,,,1.0,,,,,,,1
Q9BSW7,,,,,1.0,,,,,,,1
O15018,,,,,1.0,,,,,,,1
Q96BW1,,,,,1.0,,,,,,,1
Q9H9C1,,,,,1.0,,,,,,,1
Q9H9A7,,,,,1.0,,,,,,,1
Q9NTX9,,,,,1.0,,,,,,,1
P12755,,,,,1.0,,,,,,,1
A2RRP1,,,,,2.0,,,,,,,1
Q9UPW8,,,,,1.0,,,,,,,1
Q9H813,,,,,1.0,,,,,,,1
Q9BPX6,,,,,1.0,,,,,,,1
Q9UPM8,,,,,1.0,,,,,,,1
Q96N76,,,,,1.0,,,,,,,1
Q96N64,,,,,1.0,,,,,,,1
Q9Y6X9,,,,,1.0,,,,,,,1
Q9H6S3,,,,,1.0,,,,,,,1
Q9NRM7,,,,,1.0,,,,,,,1
Q9NRM2,,,,,1.0,,,,,,,1
Q9NRL2,,,,,1.0,,,,,,,1
Q9C0D2,,,,,1.0,1.0,,,,,,2
Q9UNK9,,,,,1.0,,,,,,,1
Q9UNA0,,,,,1.0,,,,,,,1
Q16891,,,,,1.0,,,,,,,1
Q5JWR5,,,,,1.0,,,,,,,1
Q32MK0,,,,,1.0,,,,,,,1
P22528,,,,,2.0,,,,,,,1
Q9ULS5,,,,,1.0,,,,,,,1
Q5C9Z4,,,,,1.0,,,,,,,1
Q5JYT7,,,,,1.0,,,,,,,1
Q6B8I1,,,,,1.0,,,,,,,1
Q9UKT4,,,,,1.0,,,,,,,1
Q9UL26,,,,,1.0,,,,,,,1
P49590,,,,,1.0,,,,,,,1
Q95460,,,,,1.0,,,,,,,1
Q5VWX1,,,,,1.0,,,,,,,1
Q16527,,,,,1.0,,,,,,,1
Q5VWG9,,,,,1.0,,,,,,,1
Q5JSZ5,,,,,1.0,,,,,,,1
P42694,,,,,1.0,,,,,,,1
B0I1T2,,,,,1.0,,,,,,,1
O60861,,,,,1.0,,,,,,,1
P52798,,,,,1.0,,,,,,,1
Q9Y6Z5,,,,,1.0,,,,,,,1
Q9Y6M7,,,,,1.0,,,,,,,1
Q5JQC9,,,,,1.0,,,,,,,1
Q5VT03,,,,,2.0,,,,,,,1
Q9Y5S2,,,,,1.0,,,,,,,1
Q8NFZ6,,,,,1.0,,,,,,,1
Q14943,,,,,1.0,,,,,,,1
P47869,,,,,1.0,,,,,,,1
Q96CF2,,,,,1.0,,,,,,,1
Q9Y4J8,,,,,1.0,,,,,,,1
P0C091,,,,,1.0,,,,,,,1
P10243,,,,,1.0,,,,,,,1
O75037,,,,,1.0,,,,,,,1
Q96AP0,,,,,1.0,,,,,,,1
P40937,,,,,1.0,,,,,,,1
Q9Y383,,,,,1.0,,,,,,,1
Q96AG4,,,,,1.0,,,,,,,1
Q8ND83,,,,,1.0,,,,,,,1
P37235,,,,,1.0,,,,,,,1
O95319,,,,,1.0,,,,,,,1
P62318,,,,,1.0,1.0,,,,,,2
P30450,,,,,4.0,,,,,,,1
P20160,,,,,1.0,,,,,,,1
O95180,,,,,3.0,,,,,,,1
Q93088,,,,,1.0,,,,,,,1
Q6AWC2,,,,,1.0,,,,,,,1
Q29963,,,,,8.0,,,,,,,1
Q5SYC1,,,,,1.0,,,,,,,1
Q12959,,,,,1.0,,,,,,,1
Q8TBA6,,,,,1.0,,,,,,,1
Q7LBR1,,,,,1.0,,,,,,,1
Q9BTM1,,,,,3.0,,,,,,,1
Q9HCL3,,,,,1.0,,,,,,,1
P25067,,,,,1.0,,,,,,,1
Q07837,,,,,1.0,,,,,,,1
Q8N9N7,,,,,1.0,,,,,,,1
Q05195,,,,,1.0,,,,,,,1
Q9P1Z9,,,,,1.0,,,,,,,1
Q9P253,,,,,1.0,,,,,,,1
Q05586,,,,,1.0,,,,,,,1
P80217,,,,,1.0,,,,,,,1
P08246,,,,,1.0,,,,,,,1
P55075,,,,,1.0,,,,,,,1
Q7Z3B4,,,,,1.0,,,,,,,1
Q8N2C7,,,,,1.0,,,,,,,1
P80075,,,,,1.0,,,,,,,1
Q8N1N0,,,,,1.0,,,,,,,1
Q8N137,,,,,1.0,,,,,,,1
Q8WZ64,,,,,1.0,,,,,,,1
P11309,,,,,1.0,,,,,,,1
P11229,,,,,1.0,,,,,,,1
Q8WXF0,,,,,1.0,,,,,,,1
P21439,,,,,1.0,,,,,,,1
Q8WWN8,,,,,1.0,,,,,,,1
P11169,,,,,1.0,,,,,,,1
E7EU14,,,,,2.0,,,,,,,1
P51798,,,,,1.0,,,,,,,1
P51801,,,,,1.0,,,,,,,1
Q8IYX1,,,,,1.0,,,,,,,1
Q8IYW2,,,,,1.0,,,,,,,1
Q99500,,,,,1.0,1.0,,,,,,2
P31249,,,,,1.0,,,,,,,1
Q86XW9,,,,,1.0,,,,,,,1
P46939,,,,,1.0,,,,,,,1
Q15118,,,,,1.0,,,,,,,1
O00267,,,,,1.0,,,,,,,1
O94759,,,,,1.0,,,,,,,1
Q8IWT0,,,,,1.0,,,,,,,1
Q92667,,,,,1.0,,,,,,,1
Q9HCK5,,,,,1.0,,,,,,,1
