Protein IDs;Gene name;Protein name;Unique peptides K1.1;Unique peptides K1.2;Unique peptides K1.3;Unique peptides K2.1;Unique peptides K2.2;Unique peptides K2.3;Unique peptides K5.1;Unique peptides K5.2;Unique peptides K5.3;Unique peptides K8.1;Unique peptides K8.2;Unique peptides K8.3;Unique peptides K13.1;Unique peptides K13.2;Unique peptides K13.3;Unique peptides K14.1;Unique peptides K14.2;Unique peptides K14.3;Unique peptides K26.1;Unique peptides K26.2;Unique peptides K26.3;Unique peptides K33.1;Unique peptides K33.2;Unique peptides K33.3;Unique peptides K36.1;Unique peptides K36.2;Unique peptides K36.3;Unique peptides K38.1;Unique peptides K38.2;Unique peptides K38.3;Unique peptides K39.1;Unique peptides K39.2;Unique peptides K39.3;Unique peptides K40.1;Unique peptides K40.2;Unique peptides K40.3;LFQ intensity K1.1;LFQ intensity K1.2;LFQ intensity K1.3;LFQ intensity K2.1;LFQ intensity K2.2;LFQ intensity K2.3;LFQ intensity K5.1;LFQ intensity K5.2;LFQ intensity K5.3;LFQ intensity K8.1;LFQ intensity K8.2;LFQ intensity K8.3;LFQ intensity K13.1;LFQ intensity K13.2;LFQ intensity K13.3;LFQ intensity K14.1;LFQ intensity K14.2;LFQ intensity K14.3;LFQ intensity K26.1;LFQ intensity K26.2;LFQ intensity K26.3;LFQ intensity K33.1;LFQ intensity K33.2;LFQ intensity K33.3;LFQ intensity K36.1;LFQ intensity K36.2;LFQ intensity K36.3;LFQ intensity K38.1;LFQ intensity K38.2;LFQ intensity K38.3;LFQ intensity K39.1;LFQ intensity K39.2;LFQ intensity K39.3;LFQ intensity K40.1;LFQ intensity K40.2;LFQ intensity 40.3
Q7LFX5;CHST15;Carbohydrate sulfotransferase 15;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1178100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z3B1;NEGR1;Neuronal growth regulator 1;7;8;7;8;8;6;8;6;6;8;8;8;6;6;6;6;6;6;7;8;6;4;5;7;5;6;6;7;7;5;4;5;5;5;4;6;98666000;69821000;98471000;126740000;175270000;152910000;66397000;103370000;72814000;150190000;163370000;156340000;113400000;90316000;93143000;84374000;78712000;67101000;114210000;113890000;111550000;71385000;59472000;83418000;65696000;80512000;78425000;93246000;117370000;87752000;63259000;62508000;67465000;55200000;51513000;80531000
Q7Z6L0;PRRT2;Proline-rich transmembrane protein 2;1;1;0;0;0;0;0;0;0;2;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3492100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z7M0;MEGF8;Multiple epidermal growth factor-like domains protein 8;18;15;12;24;21;21;18;15;13;28;24;20;18;16;16;11;15;18;19;20;15;10;10;11;14;16;20;21;19;20;7;7;7;9;8;16;52875000;54695000;45837000;92475000;81199000;73483000;54268000;63130000;48924000;104450000;89393000;80585000;47114000;46123000;43862000;49917000;46115000;49610000;58096000;63141000;63175000;32452000;32449000;32269000;42637000;48910000;54317000;55051000;73173000;67680000;35366000;30915000;25137000;42877000;33229000;48922000
Q86SF2;GALNT7;N-acetylgalactosaminyltransferase 7;0;0;0;2;1;1;0;0;0;6;5;1;4;3;2;0;0;1;0;1;2;0;0;1;0;1;0;2;0;1;0;1;0;0;0;1;0;0;0;4601400;0;0;0;0;0;4599900;3467700;0;4654800;3944700;2987400;0;0;0;0;0;0;0;0;0;0;0;0;3103000;0;0;0;0;0;0;0;0
Q86UD1;OAF;Out at first protein homolog;2;3;2;1;1;2;1;1;2;2;2;1;4;3;3;3;2;1;2;4;2;3;3;1;2;1;1;2;2;3;1;1;1;3;4;1;6527900;5353700;7303200;0;0;5942500;0;0;6361300;8033000;6037300;0;5076200;5212000;5408400;3924700;3998800;0;6179900;5296000;7016800;5869300;5230800;0;6632900;0;0;6941100;4688100;5046300;0;0;0;5753400;6400200;0
Q86UN3;RTN4RL2;Reticulon-4 receptor-like 2;0;0;0;1;2;0;0;0;0;3;3;2;0;1;2;0;1;0;0;1;1;0;0;0;1;2;0;0;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;18157000;12586000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q86UX2;ITIH5;Inter-alpha-trypsin inhibitor heavy chain H5;5;9;6;6;8;10;7;6;9;10;11;8;9;6;7;9;7;7;8;9;9;7;9;5;8;7;8;10;9;8;5;8;11;9;7;7;20285000;17987000;15049000;23483000;21939000;18643000;21564000;20878000;18113000;32388000;24920000;27735000;18246000;15802000;15619000;15255000;14114000;15548000;21534000;21129000;22139000;17188000;17278000;20308000;19157000;17921000;18871000;24383000;24750000;22244000;15791000;17809000;15409000;18651000;18454000;17925000
Q86VB7;CD163;Scavenger receptor cysteine-rich type 1 protein M130;7;4;5;6;5;5;8;6;5;6;6;5;8;6;5;5;6;5;3;4;4;4;6;5;6;6;3;6;6;5;6;6;5;3;5;6;20487000;20811000;19884000;15433000;20098000;12787000;18490000;23695000;19080000;15099000;13472000;14675000;18223000;20350000;18720000;19665000;18570000;14242000;14659000;14104000;13759000;15058000;13420000;17996000;13291000;16923000;14841000;15284000;15241000;14943000;16565000;16755000;14631000;13997000;14813000;16927000
Q86Y38;XYLT1;Xylosyltransferase 1;2;2;2;2;2;2;2;1;1;2;2;1;2;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;4131800;0;3941400;4679600;4460500;3884400;3405400;0;0;5324100;3712000;0;4413500;0;4674000;0;3514300;0;4076500;5184900;4461400;4052100;2906800;4722000;0;3531000;2497200;4711900;5535300;3850300;0;3590800;3615400;0;2198400;3531800
Q8IUX7;AEBP1;Adipocyte enhancer-binding protein 1;2;3;1;3;2;1;1;2;3;4;4;2;4;4;4;2;3;3;2;3;4;2;3;2;4;4;3;5;1;3;2;1;2;1;1;4;5145600;5183700;0;4027900;3162700;0;0;5742500;6715300;6771800;6109500;6992100;6821400;5621800;6072000;4778900;6145200;5487300;6485600;4484000;5433000;6708600;5288300;3717300;6479300;4198100;6817100;6849500;0;5281000;4149300;0;5874800;0;0;4199000
Q8IV08;PLD3;Phospholipase D3;2;2;1;3;2;1;2;2;1;2;4;3;3;3;3;2;2;1;3;3;3;3;3;1;2;2;2;2;2;3;1;0;1;2;2;2;6284600;5319400;0;10218000;12573000;0;5761400;7821900;0;13103000;11073000;16408000;6281700;7148100;6868600;6288400;7814300;0;8881000;8097700;8134700;4717000;4087900;0;6701100;6663300;6559500;6193600;6991100;5731400;0;0;0;3914400;3320900;6664900
Q8IWV2;CNTN4;Contactin-4;0;1;0;3;4;2;1;0;0;6;3;2;3;2;3;2;2;2;2;3;2;2;2;0;0;0;0;2;2;2;1;1;0;1;0;0;0;0;0;7066700;7356500;6780100;0;0;0;5859600;6466500;7124400;6519500;6183600;5202400;0;3282800;3656500;5584900;4570900;5605000;4060000;3453100;0;0;0;0;4156100;4669100;4564100;5123100;0;0;0;0;0
Q8IYS5;OSCAR;Osteoclast-associated immunoglobulin-like receptor;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1533200;0;0;0;0
Q8N126;CADM3;Cell adhesion molecule 3;3;5;4;4;5;3;4;4;3;4;4;4;5;5;4;4;4;4;3;5;5;5;4;3;4;4;2;3;4;3;4;4;5;4;4;4;59176000;51836000;65684000;83711000;81770000;81948000;64932000;62169000;69689000;74897000;88512000;88228000;102560000;97847000;115370000;55847000;57000000;64584000;59362000;84880000;80675000;87156000;68799000;70472000;49009000;50031000;71210000;72994000;81396000;89000000;76345000;79465000;68297000;58045000;81162000;50043000
Q8N2S1;LTBP4;Latent-transforming growth factor beta-binding protein 4;6;8;8;11;12;13;8;9;9;14;15;7;11;9;10;7;5;5;12;12;13;10;10;8;8;6;8;11;7;9;6;6;8;8;8;6;23359000;16841000;16394000;24882000;19801000;15792000;22998000;24327000;21200000;24286000;22418000;20135000;18248000;15655000;17469000;13989000;13315000;13692000;21766000;19198000;23553000;18948000;17867000;19777000;15222000;15013000;17619000;19530000;17790000;21082000;14882000;14359000;16629000;15095000;16861000;15017000
Q8N3H0;FAM19A2;Protein FAM19A2;0;0;0;0;1;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2546400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q8N3J6;CADM2;Cell adhesion molecule 2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;9168100;11456000;12824000;16786000;18321000;0;12684000;8751300;16230000;20669000;20401000;20870000;21903000;21062000;18241000;10532000;8364300;11722000;19831000;17737000;23978000;16157000;11604000;7815500;0;10338000;10112000;13353000;11152000;14349000;12775000;11298000;11895000;11500000;0;10341000
Q8N3T6;TMEM132C;Transmembrane protein 132C;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1233600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q8NBI6;XXYLT1;Xyloside xylosyltransferase 1;1;0;0;1;0;0;0;0;0;2;2;0;2;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1873400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q8NBJ4;GOLM1;Golgi membrane protein 1;3;1;2;5;4;5;2;2;1;5;7;6;5;5;6;2;0;0;4;3;5;2;1;4;4;2;1;1;5;6;1;4;1;0;0;2;9846700;0;5859300;14596000;10285000;8537300;9094000;9506800;0;14181000;14526000;11602000;12688000;11236000;11876000;0;0;0;9970100;8426300;9741300;6678300;0;9133000;7101600;9427400;0;0;14875000;12083000;0;11971000;0;0;0;9428900
Q8NCL4;GALNT6;Polypeptide N-acetylgalactosaminyltransferase 6;0;0;1;3;2;0;0;0;0;2;2;3;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;3654000;0;0;0;0;0;3153000;2735200;2782300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q8NCW5;NAXE;NAD(P)H-hydrate epimerase;1;1;0;1;1;1;1;0;1;3;1;2;4;2;1;1;0;0;2;0;2;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3200400;0;4468100;3396600;3323700;0;0;0;0;3085000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q8NFP4;MDGA1;MAM domain-containing glycosylphosphatidylinositol anchor protein 1;0;0;0;1;0;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3553200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q8NFT8;DNER;Delta and Notch-like epidermal growth factor-related receptor;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;11518000;10069000;9830700;14361000;11971000;11390000;9522900;9102600;10758000;14754000;13425000;11218000;15778000;14913000;13429000;8226900;8520200;6828400;11923000;11294000;13737000;10821000;7299600;9287400;7974000;7425300;7837100;9318300;10595000;8326700;10866000;7578900;7147100;9227500;7553600;7427100
Q8NFY4;SEMA6D;Semaphorin-6D;0;0;0;2;1;2;0;0;0;5;2;2;3;0;2;1;1;1;3;2;1;0;0;1;1;2;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;3322000;0;0;0;3258000;3145000;3099800;3019300;0;0;0;0;0;3188800;3246600;0;0;0;0;0;2185300;0;2392600;0;0;0;0;0;0;0;2185800
Q8NFZ8;CADM4;Cell adhesion molecule 4;8;8;8;8;8;8;9;7;7;9;9;7;9;9;9;7;8;8;9;9;8;8;7;8;8;9;8;7;9;9;7;8;7;6;7;9;102640000;93431000;103220000;107750000;97879000;76731000;74327000;107030000;91659000;131850000;107960000;86434000;131010000;134810000;112750000;69889000;64718000;67012000;90523000;101450000;104420000;99615000;86745000;75796000;74617000;87762000;81274000;79203000;87545000;86452000;80824000;68638000;70448000;68151000;57865000;87782000
Q8NHP8;PLBD2;Putative phospholipase B-like 2;0;0;0;2;3;0;0;0;0;1;3;0;0;0;0;0;0;0;2;2;1;0;0;0;1;1;1;1;2;2;0;0;0;0;0;1;0;0;0;1937200;1634300;0;0;0;0;0;2159900;0;0;0;0;0;0;0;1941400;1914100;0;0;0;0;0;0;0;0;1716100;1740500;0;0;0;0;0;0
Q8TCZ2;CD99L2;CD99 antigen-like protein 2;2;2;2;5;3;3;2;3;2;3;3;3;5;6;3;2;2;2;3;3;3;2;2;3;2;2;2;2;3;2;2;2;2;2;1;2;28020000;19955000;22616000;28849000;25763000;20943000;17009000;36147000;23194000;33116000;31534000;25836000;29840000;46067000;35053000;19448000;14422000;14365000;29164000;34953000;30246000;23232000;17370000;23067000;15690000;22187000;13533000;24480000;32087000;27010000;25539000;23313000;21618000;15858000;0;22193000
Q8TEU8;WFIKKN2;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2;3;4;3;2;2;1;5;3;3;3;4;4;3;2;3;2;3;2;5;6;3;2;2;2;5;4;5;3;2;2;3;4;4;3;2;4;17470000;13255000;12337000;6726700;10197000;0;12124000;11867000;11797000;12919000;12821000;9162700;8391100;7801300;8538900;7051600;7285100;5478800;15028000;15370000;12735000;7598100;6395900;6040900;24813000;20121000;22221000;10982000;10326000;9155100;12067000;11742000;9277400;8331100;6176700;20125000
Q8WVQ1;CANT1;Soluble calcium-activated nucleotidase 1;3;2;2;4;3;2;2;1;3;4;4;2;2;3;4;1;2;2;2;2;3;2;2;2;2;2;2;2;3;2;1;3;2;3;1;2;5290700;4037100;4089600;5969100;9832700;4156500;4401000;0;4319000;5709500;4497700;6605200;4243100;3982200;3988700;0;4489500;3970100;4671000;5188300;5000900;0;3261000;4070400;3183100;5836600;2833500;5495700;4308700;0;0;3704600;3274300;3286800;0;5838000
Q8WXD2;SCG3;Secretogranin-3;10;11;10;13;13;12;12;9;11;13;11;10;13;12;12;12;11;12;11;12;12;11;10;12;8;10;10;11;10;10;12;10;12;12;11;10;199620000;218010000;213490000;357170000;382020000;278860000;300810000;271070000;254150000;408650000;402930000;327260000;454230000;414330000;400580000;279510000;214710000;242890000;335200000;308120000;348850000;256520000;226880000;234200000;170600000;184270000;208880000;250060000;240160000;222520000;269270000;301180000;256900000;222430000;212990000;184310000
Q8WY21;SORCS1;VPS10 domain-containing receptor SorCS1;0;0;0;2;2;2;0;0;0;3;3;2;0;1;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;0;4270000;0;3663500;0;0;0;3877100;4291100;5536000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q8WZA1;POMGNT1;Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1;4;7;2;7;10;6;5;6;4;10;9;4;8;9;6;5;4;5;5;6;5;3;5;5;2;5;3;7;6;3;4;5;4;3;3;5;10960000;9603300;7353900;10885000;13760000;11081000;8593200;9496700;9575500;12925000;15634000;13603000;11599000;13969000;13306000;8032300;8246700;8384500;10885000;11033000;10733000;8808800;7760700;6386600;5969600;7208400;7458900;8748600;9590300;9315100;10448000;9874400;9494100;7069000;6083500;7210100
Q92520;FAM3C;Protein FAM3C;4;5;4;6;8;6;5;4;5;5;5;6;6;5;5;4;4;4;4;5;5;4;4;5;4;4;5;5;4;6;3;3;5;4;4;4;87901000;89261000;72349000;107480000;143240000;78597000;94608000;93229000;83630000;137180000;142030000;121110000;128510000;117610000;104930000;64821000;64693000;69515000;106940000;82415000;98752000;78855000;73899000;80722000;61364000;89352000;72950000;98680000;70006000;85515000;60899000;63398000;86035000;49068000;38083000;89373000
Q92563;SPOCK2;Testican-2;2;3;1;5;3;2;3;2;1;4;6;2;4;3;4;3;2;3;4;4;3;2;4;2;3;2;1;4;3;4;0;1;2;2;0;2;9970100;7976000;0;14218000;8794900;9042200;10362000;11271000;0;13914000;15006000;14684000;12823000;11449000;11188000;9327100;9709800;9107100;8385400;8447200;9982800;8142900;7817300;11018000;6805000;7432300;0;9781400;11476000;11906000;0;0;6569100;7166900;0;7434000
Q92673;SORL1;Sortilin-related receptor;1;3;1;5;2;3;1;1;1;9;10;6;2;1;1;1;1;1;4;2;3;3;2;1;3;0;2;3;6;3;1;1;1;1;2;0;0;17020000;0;24212000;22697000;14735000;0;0;0;51308000;42787000;32060000;0;0;0;0;0;0;19109000;23433000;22038000;15243000;11206000;0;16637000;0;23663000;21628000;34122000;29760000;0;0;0;0;0;0
Q92743;HTRA1;Serine protease HTRA1;0;1;1;1;1;1;1;0;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5541300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q92752;TNR;Tenascin-R;0;1;1;5;5;3;4;1;1;6;6;4;4;5;3;0;1;2;4;6;3;2;2;0;2;2;2;5;2;4;1;1;1;2;2;2;0;0;0;7718300;8200600;5086100;6179900;0;0;6246700;6431100;6217500;6709900;5939400;6397800;0;0;3501100;6561400;6579800;6726500;4789200;3554900;0;4385500;4577400;4592600;4160400;5344900;4115600;0;0;0;3312800;3299700;4578500
Q92765;FRZB;Secreted frizzled-related protein 3;3;1;1;3;3;1;2;2;2;4;4;3;4;4;3;1;1;1;3;1;3;2;2;1;3;1;2;3;2;4;1;1;1;1;1;1;8581700;0;0;8923100;8119900;0;9268800;9764400;9529800;16637000;16254000;14475000;11537000;8019300;9739800;0;0;0;10808000;0;11360000;8340200;0;0;10255000;0;9881100;11038000;6658100;11208000;0;0;0;0;0;0
Q92820;GGH;Gamma-glutamyl hydrolase;1;1;0;2;3;2;0;0;0;4;4;0;2;0;1;0;1;1;0;2;2;2;1;1;2;1;2;1;1;2;1;0;1;2;0;1;0;0;0;5217900;3428600;0;0;0;0;4400500;5699700;0;4373900;0;0;0;0;0;0;4598500;3760700;3289100;0;0;4409800;0;3398300;0;0;5642900;0;0;0;0;0;0
Q92823;NRCAM;Neuronal cell adhesion molecule;17;20;18;19;20;21;21;19;21;23;22;19;23;23;24;18;18;20;21;23;21;22;19;17;20;22;17;21;23;21;15;15;19;17;17;22;394160000;416440000;389040000;591120000;570650000;532800000;413200000;377150000;362660000;703900000;594790000;644660000;604340000;618790000;541740000;332060000;317040000;288950000;583130000;562170000;597580000;393370000;326750000;378570000;306160000;381690000;333210000;443200000;534170000;459520000;364100000;338680000;322140000;261180000;222950000;381780000
Q92859;NEO1;Neogenin;11;11;9;15;14;11;13;9;8;16;13;11;17;12;12;11;10;12;12;12;13;10;11;9;11;10;8;14;11;11;8;12;11;8;9;10;42969000;45602000;43879000;68325000;52142000;54203000;46426000;45353000;42623000;72308000;72662000;55213000;55889000;64042000;55304000;42960000;40055000;40774000;49389000;60399000;55447000;41555000;36796000;34666000;34649000;47710000;33614000;42865000;53701000;45411000;40451000;35333000;36013000;36641000;32268000;47721000
Q92876;KLK6;Kallikrein-6;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;7;6;6;6;6;7;7;7;7;6;6;6;6;6;6;7;851360000;1006900000;947110000;923080000;879650000;684870000;699380000;724280000;727480000;970460000;899110000;917980000;950560000;904170000;838790000;678820000;709970000;699980000;835450000;884920000;879490000;593910000;558140000;556880000;736020000;944460000;843340000;673170000;796060000;712560000;709090000;669970000;630120000;608720000;553240000;944680000
Q92911;SLC5A5;Sodium/iodide cotransporter;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1391900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q92932;PTPRN2;Receptor-type tyrosine-protein phosphatase N2;3;3;3;2;4;3;3;2;2;4;2;5;4;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;16643000;17089000;17117000;26028000;24886000;17826000;16686000;14916000;14745000;25474000;21948000;20047000;30632000;32045000;23438000;11089000;7887100;8191500;22303000;24855000;28491000;12653000;14188000;11051000;13342000;13766000;12943000;17897000;20595000;16552000;23136000;14883000;17643000;8763300;8143700;13769000
Q92954;PRG4;Proteoglycan 4;3;5;4;4;2;4;2;0;1;4;5;3;4;4;4;3;1;2;1;2;3;3;3;2;7;6;4;5;3;3;0;1;1;2;4;6;8020300;8374900;5304000;5350400;4490500;7499600;0;0;0;8496500;9489700;8721300;10415000;7732600;10422000;4208900;0;3952200;0;3205300;9151200;6220200;4734400;3288300;18687000;11398000;9606500;7527100;4769100;7941400;0;0;0;5459100;9070400;11401000
Q93091;RNASE6;Ribonuclease K6;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;1;2;0;1;1;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4736800;0;0;0;0;0;0;0;0;6601000;0;0;0;0
Q969H8;MYDGF;Myeloid-derived growth factor;0;1;1;1;1;1;1;1;1;2;2;1;2;2;2;0;0;0;1;1;1;1;1;0;1;1;1;1;2;1;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;3535700;4050900;0;5321700;5312700;5531500;0;0;0;0;0;0;0;0;0;0;0;0;0;4208300;0;0;2866200;0;0;0;0
Q969P0;IGSF8;Immunoglobulin superfamily member 8;4;4;4;4;3;4;3;3;3;5;4;3;4;4;5;4;4;3;4;4;4;4;5;3;4;4;3;4;3;4;3;4;4;4;4;4;52591000;53656000;46514000;46348000;40116000;34671000;48596000;48515000;41634000;49549000;52219000;47204000;55106000;53554000;49403000;33269000;37701000;33637000;47317000;42501000;46029000;42583000;37264000;45441000;41027000;39689000;40988000;43458000;36866000;39984000;43819000;37822000;37472000;33549000;32002000;39698000
Q969Z4;RELT;Tumor necrosis factor receptor superfamily member 19L;0;0;0;1;2;1;0;0;0;1;0;1;2;2;0;1;1;0;0;0;2;0;0;0;0;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0;2098500;0;0;0;0;0;0;0;1823400;1690800;0;0;0;0;0;0;1682200;0;0;0;0;0;0;1816500;0;1578000;0;0;0;0;0;0
Q96B86;RGMA;Repulsive guidance molecule A;2;2;2;2;4;2;2;2;2;4;3;4;4;4;3;2;2;1;3;4;3;3;4;2;1;2;3;3;1;3;1;2;1;1;2;2;8117100;5579800;11421000;8018900;9487900;8681200;8039100;8795500;9065100;8773400;9591500;10079000;8543000;7020300;7695100;4868200;6707000;0;9995000;8154000;11278000;8466700;5803500;6684700;0;6419500;5042300;6078300;0;5584200;0;4986700;0;0;4673000;6421000
Q96BZ4;PLD4;Phospholipase D4;1;0;1;3;2;3;0;0;0;4;3;1;1;0;1;1;0;1;0;1;2;0;0;0;2;1;2;2;2;2;0;0;0;1;0;1;0;0;0;4523500;5193400;4887900;0;0;0;6376700;6800400;0;0;0;0;0;0;0;0;0;0;0;0;0;4405000;0;5396000;3629600;3789900;4343000;0;0;0;0;0;0
Q96FE5;LINGO1;Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1;1;4;3;6;6;4;3;1;2;7;6;7;4;4;3;3;5;3;6;5;5;3;2;2;4;4;3;3;3;3;1;1;0;2;1;4;0;6279000;6359300;13353000;16747000;13279000;5572300;0;5060500;22662000;22132000;21506000;5548700;5916400;5768100;6365400;4838000;4939300;13981000;11285000;12833000;6071000;4211400;7196200;7221900;7921100;6938400;7620400;11174000;9075500;0;0;0;6895900;0;7923000
Q96FE7;PIK3IP1;Phosphoinositide-3-kinase-interacting protein 1;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;77034000;62856000;53845000;88646000;85526000;59257000;55071000;75661000;55400000;89678000;77600000;79898000;86061000;91308000;83979000;56839000;52457000;51130000;82060000;78050000;76622000;66178000;51567000;73600000;47920000;57910000;57356000;69872000;70250000;69044000;59619000;68467000;59340000;48374000;42395000;57924000
Q96GW7;BCAN;Brevican core protein;7;7;8;9;9;7;7;6;6;15;14;11;10;9;8;7;7;7;10;9;8;9;8;7;7;7;6;8;7;8;6;8;7;8;7;7;116330000;98026000;96621000;174530000;196730000;158360000;119340000;113910000;85465000;250050000;240320000;247010000;100050000;100380000;101480000;109270000;111880000;104220000;133800000;149440000;161310000;94303000;83457000;97883000;90630000;101460000;106660000;108470000;131120000;107920000;80705000;70399000;61693000;111730000;94588000;101490000
Q96IY4;CPB2;Carboxypeptidase B2;4;5;7;5;5;4;6;4;6;5;6;4;5;6;5;6;5;7;5;3;4;5;6;5;6;6;5;5;5;6;5;7;6;5;8;6;28028000;21069000;21494000;17015000;13578000;11907000;21627000;21461000;23247000;18567000;15423000;18233000;14711000;18197000;17355000;29055000;23798000;22065000;14463000;13089000;19883000;27514000;23804000;27600000;32817000;30890000;32030000;20017000;18953000;19907000;30084000;32291000;25255000;27273000;23617000;30897000
Q96KG7;MEGF10;Multiple epidermal growth factor-like domains protein 10;3;3;1;7;6;5;4;3;3;7;7;5;6;4;6;0;1;2;5;5;6;2;1;2;3;2;1;4;3;3;1;1;3;2;1;2;12244000;9583600;0;23555000;18083000;15606000;11705000;13054000;9395100;25770000;23448000;18875000;15559000;12546000;13637000;0;5717200;8951700;19639000;14326000;20520000;5894800;0;8832100;8418200;7875400;0;11007000;10752000;9511700;0;0;7430300;8280300;0;7877300
Q96KN2;CNDP1;Beta-Ala-His dipeptidase;15;15;15;16;18;20;16;15;16;17;16;16;18;16;16;13;17;17;18;17;16;16;18;14;17;18;15;18;16;17;15;17;17;17;17;18;736320000;776630000;764730000;1100000000;1052800000;939580000;774520000;713180000;720080000;1220200000;1050400000;949130000;965990000;1039600000;1027000000;863850000;792290000;692530000;1005200000;1155000000;1089300000;842620000;757300000;836960000;886610000;914660000;952110000;799380000;692350000;677980000;935380000;888610000;863510000;904360000;900160000;914880000
Q96PD5;PGLYRP2;N-acetylmuramoyl-L-alanine amidase;11;10;9;8;10;9;10;8;9;9;8;7;8;9;8;10;9;14;11;9;9;10;12;7;12;10;10;10;8;10;10;11;10;10;11;10;104580000;78255000;72688000;65681000;58742000;61581000;94868000;100100000;85820000;50718000;64492000;61041000;62702000;64062000;71061000;103270000;107250000;95394000;74174000;67262000;66920000;95595000;85262000;95066000;108390000;93617000;116130000;62731000;58416000;63496000;99541000;81651000;90481000;102890000;92706000;93639000
